Locus_Tag_Gene,Locus_Tag,Product
NLN62_RS11435,NLN62_RS11435_845057_847034,IncP-type conjugal transfer protein TraG
NLN62_RS11440,NLN62_RS11440_847125_848853,DUF3363 domain-containing protein
NLN62_RS11445,NLN62_RS11445_849094_849748,transglycosylase SLT domain-containing protein
NLN62_RS11450,NLN62_RS11450_850005_850494,S26 family signal peptidase
NLN62_RS11455,NLN62_RS11455_850511_850976,DUF2840 domain-containing protein
NLN62_RS11460,NLN62_RS11460_851395_852183,replication initiator protein A
NLN62_RS11465,NLN62_RS11465_852211_852490,helix-turn-helix domain-containing protein
NLN62_RS11470,NLN62_RS11470_853779_854955,sulfotransferase
NLN62_RS11475,NLN62_RS11475_855618_856140,DUF2285 domain-containing protein
NLN62_RS11480,NLN62_RS11480_856198_856387,DUF6499 domain-containing protein
NLN62_RS11485,NLN62_RS11485_856549_856828,DUF2285 domain-containing protein
NLN62_RS11490,NLN62_RS11490_856931_857213,helix-turn-helix transcriptional regulator
NLN62_RS11495,NLN62_RS11495_857243_857493,helix-turn-helix transcriptional regulator
NLN62_RS11500,NLN62_RS11500_857599_857920,DUF736 family protein
NLN62_RS11505,NLN62_RS11505_859216_861490,hypothetical protein
NLN62_RS11510,NLN62_RS11510_861871_862042,hypothetical protein
NLN62_RS11515,NLN62_RS11515_862258_862930,2Fe-2S iron-sulfur cluster-binding protein
NLN62_RS11520,NLN62_RS11520_862969_863245,FAD-binding oxidoreductase
NLN62_RS11525,NLN62_RS11525_863276_864350,Rieske 2Fe-2S domain-containing protein
NLN62_RS11530,NLN62_RS11530_864518_865484,LysR substrate-binding domain-containing protein
NLN62_RS11535,NLN62_RS11535_865999_866512,DUF962 domain-containing protein
NLN62_RS11540,NLN62_RS11540_866897_867716,calcium-binding protein
NLN62_RS11545,NLN62_RS11545_867911_868190,hypothetical protein
NLN62_RS11550,NLN62_RS11550_868411_868732,DUF736 family protein
NLN62_RS11555,NLN62_RS11555_869287_869713,hypothetical protein
NLN62_RS11560,NLN62_RS11560_870519_870765,hypothetical protein
NLN62_RS11565,NLN62_RS11565_872187_872394,hypothetical protein
NLN62_RS11570,NLN62_RS11570_872671_873610,SLOG family protein
NLN62_RS11575,NLN62_RS11575_873747_874008,hypothetical protein
NLN62_RS11580,NLN62_RS11580_874175_876038,trehalose-6-phosphate synthase
NLN62_RS11585,NLN62_RS11585_877047_878106,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLN62_RS11590,NLN62_RS11590_878102_878792,DUF6088 family protein
NLN62_RS11595,NLN62_RS11595_880155_880397,hypothetical protein
NLN62_RS11600,NLN62_RS11600_880719_881268,septation protein IspZ
NLN62_RS11605,NLN62_RS11605_882450_884178,E3 ubiquitin--protein ligase
NLN62_RS11610,NLN62_RS11610_884429_884579,IS5/IS1182 family transposase
NLN62_RS11615,NLN62_RS11615_884991_885627,Ulp1 family isopeptidase
NLN62_RS11620,NLN62_RS11620_888027_889986,glycoside hydrolase family 127 protein
NLN62_RS11625,NLN62_RS11625_890439_891681,O-antigen ligase family protein
NLN62_RS11630,NLN62_RS11630_893041_894085,"dTDP-glucose 4,6-dehydratase"
NLN62_RS11635,NLN62_RS11635_894092_894986,dTDP-4-dehydrorhamnose reductase
NLN62_RS11640,NLN62_RS11640_894982_895855,glucose-1-phosphate thymidylyltransferase RfbA
NLN62_RS11645,NLN62_RS11645_895841_897851,glycosyltransferase
NLN62_RS11650,NLN62_RS11650_898011_898776,ABC transporter permease
NLN62_RS11655,NLN62_RS11655_898778_899561,ATP-binding cassette domain-containing protein
NLN62_RS11660,NLN62_RS11660_899845_900025,hypothetical protein
NLN62_RS11665,NLN62_RS11665_900214_901222,glycosyltransferase
NLN62_RS11670,NLN62_RS11670_901891_902464,"dTDP-4-dehydrorhamnose 3,5-epimerase"
NLN62_RS11675,NLN62_RS11675_902641_903646,glycosyltransferase
NLN62_RS11680,NLN62_RS11680_903657_904245,LuxR C-terminal-related transcriptional regulator
NLN62_RS11685,NLN62_RS11685_904717_905773,toprim domain-containing protein
NLN62_RS11690,NLN62_RS11690_906024_907057,strawberry notch family protein
NLN62_RS11695,NLN62_RS11695_907777_908971,DUF932 domain-containing protein
NLN62_RS11700,NLN62_RS11700_909261_909474,hypothetical protein
NLN62_RS11705,NLN62_RS11705_910061_910388,HU family DNA-binding protein
NLN62_RS11710,NLN62_RS11710_910658_910832,hypothetical protein
NLN62_RS11715,NLN62_RS11715_911047_911515,mobile mystery protein A
NLN62_RS11720,NLN62_RS11720_911511_912015,mobile mystery protein B
NLN62_RS11725,NLN62_RS11725_912482_913916,MATE family efflux transporter
NLN62_RS52960,NLN62_RS52960_914139_914268,hypothetical protein
NLN62_RS11730,NLN62_RS11730_915921_916155,hypothetical protein
NLN62_RS11735,NLN62_RS11735_916170_918228,recombinase family protein
NLN62_RS11740,NLN62_RS11740_918226_918514,hypothetical protein
NLN62_RS11745,NLN62_RS11745_919003_920608,reverse transcriptase domain-containing protein
NLN62_RS11750,NLN62_RS11750_920766_920949,hypothetical protein
NLN62_RS11755,NLN62_RS11755_921382_922054,response regulator
NLN62_RS11760,NLN62_RS11760_922141_922528,response regulator
NLN62_RS11765,NLN62_RS11765_922553_922886,cytochrome P450
NLN62_RS11770,NLN62_RS11770_924259_925291,substrate-binding domain-containing protein
NLN62_RS11775,NLN62_RS11775_925850_926648,hypothetical protein
NLN62_RS11780,NLN62_RS11780_927275_927716,VirK family protein
NLN62_RS11785,NLN62_RS11785_928071_929460,methyl-accepting chemotaxis protein
NLN62_RS11790,NLN62_RS11790_930381_930621,hypothetical protein
NLN62_RS11795,NLN62_RS11795_932199_933117,MBL fold metallo-hydrolase
NLN62_RS11800,NLN62_RS11800_933259_933886,LysR family transcriptional regulator
NLN62_RS11805,NLN62_RS11805_933951_934173,hypothetical protein
NLN62_RS11810,NLN62_RS11810_934169_934949,IS21-like element helper ATPase IstB
NLN62_RS11815,NLN62_RS11815_934938_936477,IS21 family transposase
NLN62_RS11820,NLN62_RS11820_937297_937615,LysR substrate-binding domain-containing protein
NLN62_RS11825,NLN62_RS11825_937921_938275,carboxymuconolactone decarboxylase family protein
NLN62_RS11830,NLN62_RS11830_938508_938880,hypothetical protein
NLN62_RS11835,NLN62_RS11835_938923_939828,IS701 family transposase
NLN62_RS11840,NLN62_RS11840_940427_940616,hypothetical protein
NLN62_RS11845,NLN62_RS11845_941327_941635,ATP-binding cassette domain-containing protein
NLN62_RS11850,NLN62_RS11850_941833_942838,ABC transporter substrate-binding protein
NLN62_RS11855,NLN62_RS11855_942859_944224,FAD-dependent oxidoreductase
NLN62_RS11860,NLN62_RS11860_944524_944755,IS256 family transposase
NLN62_RS11865,NLN62_RS11865_946014_946215,hypothetical protein
NLN62_RS11870,NLN62_RS11870_947023_947371,LysR substrate-binding domain-containing protein
NLN62_RS11875,NLN62_RS11875_947340_947694,carboxymuconolactone decarboxylase family protein
NLN62_RS11880,NLN62_RS11880_947859_948567,ATP-binding cassette domain-containing protein
NLN62_RS11885,NLN62_RS11885_948672_949833,ABC transporter permease subunit
NLN62_RS11890,NLN62_RS11890_949836_951102,ABC transporter permease subunit
NLN62_RS11895,NLN62_RS11895_951112_952144,transporter substrate-binding domain-containing protein
NLN62_RS11900,NLN62_RS11900_953482_954646,cystathionine beta-lyase
NLN62_RS11905,NLN62_RS11905_955044_956244,molybdopterin-dependent oxidoreductase
NLN62_RS11910,NLN62_RS11910_956256_956559,cytochrome c
NLN62_RS11915,NLN62_RS11915_956648_957488,nitroreductase family protein
NLN62_RS11920,NLN62_RS11920_957577_958450,ABC transporter substrate-binding protein
NLN62_RS11925,NLN62_RS11925_958638_959499,ABC transporter permease subunit
NLN62_RS11930,NLN62_RS11930_959527_960298,ATP-binding cassette domain-containing protein
NLN62_RS11935,NLN62_RS11935_960672_961611,LysR substrate-binding domain-containing protein
NLN62_RS11940,NLN62_RS11940_961645_962389,TSUP family transporter
NLN62_RS11945,NLN62_RS11945_962429_962747,NIPSNAP family protein
NLN62_RS11950,NLN62_RS11950_962815_963496,fumarate hydratase C-terminal domain-containing protein
NLN62_RS11955,NLN62_RS11955_963459_964422,fumarate hydratase
NLN62_RS11960,NLN62_RS11960_964418_966185,FAD-binding protein
NLN62_RS11965,NLN62_RS11965_966187_966466,succinate dehydrogenase
NLN62_RS11970,NLN62_RS11970_966525_966858,succinate dehydrogenase
NLN62_RS11975,NLN62_RS11975_966860_967586,2Fe-2S iron-sulfur cluster-binding protein
NLN62_RS11980,NLN62_RS11980_967866_969156,sulfite dehydrogenase
NLN62_RS11985,NLN62_RS11985_969142_969682,c-type cytochrome
NLN62_RS11990,NLN62_RS11990_969987_970311,hypothetical protein
NLN62_RS11995,NLN62_RS11995_970329_971241,LysR substrate-binding domain-containing protein
NLN62_RS12000,NLN62_RS12000_971326_972394,putative sulfate exporter family transporter
NLN62_RS12005,NLN62_RS12005_972441_973329,LysR substrate-binding domain-containing protein
NLN62_RS12010,NLN62_RS12010_973431_974931,CoA-acylating methylmalonate-semialdehyde dehydrogenase
NLN62_RS12015,NLN62_RS12015_975007_975754,CoA synthetase
NLN62_RS12020,NLN62_RS12020_975750_976539,CoA synthetase
NLN62_RS12025,NLN62_RS12025_976759_978094,tetratricopeptide repeat protein
NLN62_RS12030,NLN62_RS12030_978547_979759,CoA transferase
NLN62_RS12035,NLN62_RS12035_980023_981232,acyl-CoA dehydrogenase family protein
NLN62_RS12040,NLN62_RS12040_981351_982251,LysR substrate-binding domain-containing protein
NLN62_RS12045,NLN62_RS12045_982543_982924,DoxX family protein
NLN62_RS12050,NLN62_RS12050_983027_983777,SDR family oxidoreductase
NLN62_RS12055,NLN62_RS12055_983948_984342,ABC transporter ATP-binding protein
NLN62_RS12060,NLN62_RS12060_984632_986168,gamma-glutamyltransferase
NLN62_RS12065,NLN62_RS12065_986565_987066,Lrp/AsnC ligand binding domain-containing protein
NLN62_RS12070,NLN62_RS12070_987093_987336,hypothetical protein
NLN62_RS12075,NLN62_RS12075_987451_988792,M20/M25/M40 family metallo-hydrolase
NLN62_RS12080,NLN62_RS12080_988902_990072,transporter substrate-binding domain-containing protein
NLN62_RS12085,NLN62_RS12085_990183_991383,ABC transporter permease subunit
NLN62_RS12090,NLN62_RS12090_991385_992525,ABC transporter permease subunit
NLN62_RS12095,NLN62_RS12095_992579_993380,ATP-binding cassette domain-containing protein
NLN62_RS12100,NLN62_RS12100_993491_994712,allantoate amidohydrolase
NLN62_RS12105,NLN62_RS12105_994882_996088,diaminopropionate ammonia-lyase
NLN62_RS12110,NLN62_RS12110_996305_996785,MarR family transcriptional regulator
NLN62_RS12115,NLN62_RS12115_996884_998093,ABC transporter substrate-binding protein
NLN62_RS12120,NLN62_RS12120_998107_999286,cytochrome P450
NLN62_RS12125,NLN62_RS12125_999424_1001578,methylmalonyl-CoA mutase
NLN62_RS12130,NLN62_RS12130_1001625_1003491,methylmalonyl-CoA mutase family protein
NLN62_RS12135,NLN62_RS12135_1003709_1005725,acetyl-CoA carboxylase biotin carboxylase subunit
NLN62_RS12140,NLN62_RS12140_1005732_1007265,acyl-CoA carboxylase subunit beta
NLN62_RS12145,NLN62_RS12145_1007257_1007848,biotin transporter BioY
NLN62_RS12150,NLN62_RS12150_1007970_1009377,short-chain fatty acyl-CoA regulator family protein
NLN62_RS12155,NLN62_RS12155_1009527_1010640,alanine dehydrogenase
NLN62_RS12160,NLN62_RS12160_1011020_1012424,aminotransferase
NLN62_RS12165,NLN62_RS12165_1012437_1013916,aldehyde dehydrogenase family protein
NLN62_RS12170,NLN62_RS12170_1014291_1014777,Lrp/AsnC ligand binding domain-containing protein
NLN62_RS12175,NLN62_RS12175_1014930_1016106,M24 family metallopeptidase
NLN62_RS12180,NLN62_RS12180_1016318_1017452,amidohydrolase
NLN62_RS12185,NLN62_RS12185_1017780_1018830,extracellular solute-binding protein
NLN62_RS12190,NLN62_RS12190_1018894_1019983,ATP-binding cassette domain-containing protein
NLN62_RS12195,NLN62_RS12195_1019990_1020791,ABC transporter permease subunit
NLN62_RS12200,NLN62_RS12200_1020780_1021662,ABC transporter permease subunit
NLN62_RS12205,NLN62_RS12205_1022182_1022884,hypothetical protein
NLN62_RS12210,NLN62_RS12210_1023260_1024916,MFS transporter
NLN62_RS12215,NLN62_RS12215_1025140_1025205,hypothetical protein
NLN62_RS12220,NLN62_RS12220_1025706_1027068,formimidoylglutamate deiminase
NLN62_RS12225,NLN62_RS12225_1027202_1028429,imidazolonepropionase
NLN62_RS12230,NLN62_RS12230_1028455_1030120,urocanate hydratase
NLN62_RS12235,NLN62_RS12235_1030135_1030747,HutD family protein
NLN62_RS12240,NLN62_RS12240_1030722_1032012,Zn-dependent hydrolase
NLN62_RS12245,NLN62_RS12245_1032252_1033041,UTRA domain-containing protein
NLN62_RS12250,NLN62_RS12250_1033154_1034585,porin
NLN62_RS12255,NLN62_RS12255_1034795_1035218,DUF3830 family protein
NLN62_RS12260,NLN62_RS12260_1035217_1035763,hypothetical protein
NLN62_RS12265,NLN62_RS12265_1035893_1036796,MurR/RpiR family transcriptional regulator
NLN62_RS12270,NLN62_RS12270_1037097_1037817,ABC transporter permease subunit
NLN62_RS12275,NLN62_RS12275_1037813_1038548,ABC transporter permease subunit
NLN62_RS12280,NLN62_RS12280_1038549_1039308,ATP-binding cassette domain-containing protein
NLN62_RS12285,NLN62_RS12285_1039355_1040204,transporter substrate-binding domain-containing protein
NLN62_RS12290,NLN62_RS12290_1040264_1042358,hydantoinase/oxoprolinase family protein
NLN62_RS12295,NLN62_RS12295_1042350_1044045,hydantoinase B/oxoprolinase family protein
NLN62_RS12300,NLN62_RS12300_1044459_1045989,histidine ammonia-lyase
NLN62_RS12305,NLN62_RS12305_1046218_1048336,methyl-accepting chemotaxis protein
NLN62_RS12310,NLN62_RS12310_1048601_1049186,SHOCT domain-containing protein
NLN62_RS12315,NLN62_RS12315_1049740_1050658,LysR substrate-binding domain-containing protein
NLN62_RS12320,NLN62_RS12320_1050615_1050879,DUF2274 domain-containing protein
NLN62_RS12325,NLN62_RS12325_1050875_1052084,conjugal transfer protein TraI
NLN62_RS12330,NLN62_RS12330_1052074_1053154,P-type conjugative transfer protein TrbG
NLN62_RS12335,NLN62_RS12335_1053150_1053840,conjugal transfer protein TrbF
NLN62_RS12340,NLN62_RS12340_1053843_1055205,P-type conjugative transfer protein TrbL
NLN62_RS12345,NLN62_RS12345_1055201_1055522,putative entry exclusion protein TrbK-alt
NLN62_RS12350,NLN62_RS12350_1055533_1056292,P-type conjugative transfer protein TrbJ
NLN62_RS12355,NLN62_RS12355_1056294_1058727,conjugal transfer protein TrbE
NLN62_RS12360,NLN62_RS12360_1058734_1059010,VirB3 family type IV secretion system protein
NLN62_RS12365,NLN62_RS12365_1059009_1059351,TrbC/VirB2 family protein
NLN62_RS12370,NLN62_RS12370_1059347_1060346,P-type conjugative transfer ATPase TrbB
NLN62_RS12375,NLN62_RS12375_1060723_1061386,hypothetical protein
NLN62_RS12380,NLN62_RS12380_1061462_1061894,CopG family transcriptional regulator
NLN62_RS12385,NLN62_RS12385_1061900_1063883,IncP-type conjugal transfer protein TraG
NLN62_RS12390,NLN62_RS12390_1063924_1065664,DUF3363 domain-containing protein
NLN62_RS12395,NLN62_RS12395_1066214_1067303,IS110 family transposase
NLN62_RS12400,NLN62_RS12400_1067817_1068729,transglycosylase SLT domain-containing protein
NLN62_RS12405,NLN62_RS12405_1068733_1069069,DUF736 family protein
NLN62_RS12410,NLN62_RS12410_1069103_1069649,S26 family signal peptidase
NLN62_RS12415,NLN62_RS12415_1069645_1070164,DUF2840 domain-containing protein
NLN62_RS12420,NLN62_RS12420_1070160_1070415,hypothetical protein
NLN62_RS12425,NLN62_RS12425_1070411_1071050,AAA family ATPase
NLN62_RS12430,NLN62_RS12430_1071046_1072159,replication initiator protein A
NLN62_RS12435,NLN62_RS12435_1072174_1072426,helix-turn-helix domain-containing protein
NLN62_RS12440,NLN62_RS12440_1072626_1072965,DUF2285 domain-containing protein
NLN62_RS12445,NLN62_RS12445_1073203_1073413,DUF6499 domain-containing protein
NLN62_RS12450,NLN62_RS12450_1073541_1073805,DUF2285 domain-containing protein
NLN62_RS12455,NLN62_RS12455_1074031_1074265,helix-turn-helix transcriptional regulator
NLN62_RS12460,NLN62_RS12460_1074418_1074829,hypothetical protein
NLN62_RS12465,NLN62_RS12465_1074937_1075264,DUF736 domain-containing protein
NLN62_RS12470,NLN62_RS12470_1075849_1076290,hypothetical protein
NLN62_RS12475,NLN62_RS12475_1076438_1076783,hypothetical protein
NLN62_RS12480,NLN62_RS12480_1076971_1077145,hypothetical protein
NLN62_RS12485,NLN62_RS12485_1077164_1078100,SLOG family protein
NLN62_RS12490,NLN62_RS12490_1078424_1079486,toprim domain-containing protein
NLN62_RS12495,NLN62_RS12495_1079485_1083814,strawberry notch family protein
NLN62_RS12500,NLN62_RS12500_1083992_1086110,ParB N-terminal domain-containing protein
NLN62_RS12505,NLN62_RS12505_1086218_1086443,zincin-like metallopeptidase domain-containing protein
NLN62_RS12510,NLN62_RS12510_1086499_1087405,zincin-like metallopeptidase domain-containing protein
NLN62_RS12515,NLN62_RS12515_1087755_1089918,integrase
NLN62_RS12520,NLN62_RS12520_1089914_1091618,hypothetical protein
NLN62_RS12525,NLN62_RS12525_1091695_1093117,site-specific integrase
NLN62_RS12530,NLN62_RS12530_1093377_1094115,ArdC-like ssDNA-binding domain-containing protein
NLN62_RS12535,NLN62_RS12535_1095089_1096952,reverse transcriptase domain-containing protein
NLN62_RS12540,NLN62_RS12540_1097116_1097977,hypothetical protein
NLN62_RS12545,NLN62_RS12545_1098249_1100178,S41 family peptidase
NLN62_RS12550,NLN62_RS12550_1100295_1104756,hypothetical protein
NLN62_RS12555,NLN62_RS12555_1105213_1105552,hypothetical protein
NLN62_RS12560,NLN62_RS12560_1105783_1106599,hypothetical protein
NLN62_RS12565,NLN62_RS12565_1106619_1108329,AAA family ATPase
NLN62_RS12570,NLN62_RS12570_1108478_1109402,hypothetical protein
NLN62_RS12575,NLN62_RS12575_1109457_1110117,SOS response-associated peptidase family protein
NLN62_RS12580,NLN62_RS12580_1110135_1110732,hypothetical protein
NLN62_RS12585,NLN62_RS12585_1110743_1110953,hypothetical protein
NLN62_RS12590,NLN62_RS12590_1111027_1111810,DUF5131 family protein
NLN62_RS12595,NLN62_RS12595_1111819_1113076,three-Cys-motif partner protein TcmP
NLN62_RS12600,NLN62_RS12600_1113105_1114110,hypothetical protein
NLN62_RS12605,NLN62_RS12605_1114115_1116227,hypothetical protein
NLN62_RS12610,NLN62_RS12610_1116216_1117746,VPA1262 family N-terminal domain-containing protein
NLN62_RS12615,NLN62_RS12615_1117974_1118988,hypothetical protein
NLN62_RS12620,NLN62_RS12620_1119231_1119522,DUF1778 domain-containing protein
NLN62_RS12625,NLN62_RS12625_1119518_1120028,GNAT family N-acetyltransferase
NLN62_RS12630,NLN62_RS12630_1120177_1121035,hypothetical protein
NLN62_RS12635,NLN62_RS12635_1121146_1121848,hypothetical protein
NLN62_RS12645,NLN62_RS12645_1122705_1123140,phasin
NLN62_RS12650,NLN62_RS12650_1123717_1124101,phasin family protein
NLN62_RS12655,NLN62_RS12655_1124438_1127753,PAS domain-containing protein
NLN62_RS12660,NLN62_RS12660_1127749_1128961,NnrS family protein
NLM25_RS07275,tRNA-Met,
NLM25_RS09155,tRNA-Val,
