Locus_Tag_Gene,Locus_Tag,Product
NLM33_RS38065,NLM33_RS38065_794139_794976,metallophosphoesterase
NLM33_RS38070,NLM33_RS38070_795004_796177,cobalamin-independent methionine synthase II family protein
NLM33_RS38075,NLM33_RS38075_797151_798057,LysR substrate-binding domain-containing protein
NLM33_RS38080,NLM33_RS38080_799398_799710,hypothetical protein
NLM33_RS38085,NLM33_RS38085_800028_800301,hypothetical protein
NLM33_RS38090,NLM33_RS38090_800299_800494,hypothetical protein
NLM33_RS38095,NLM33_RS38095_800605_800863,hypothetical protein
NLM33_RS38100,NLM33_RS38100_800907_801132,hypothetical protein
NLM33_RS38105,NLM33_RS38105_801447_801933,MobA/MobL family protein
NLM33_RS38110,NLM33_RS38110_801994_802852,type IV secretory system conjugative DNA transfer family protein
NLM33_RS38115,NLM33_RS38115_802961_803897,hypothetical protein
NLM33_RS38120,NLM33_RS38120_803909_804245,hypothetical protein
NLM33_RS38125,NLM33_RS38125_804867_806310,phosphonoacetaldehyde dehydrogenase
NLM33_RS38130,NLM33_RS38130_806448_807609,phosphonopyruvate decarboxylase
NLM33_RS38135,NLM33_RS38135_807679_808756,methyltransferase
NLM33_RS38140,NLM33_RS38140_809493_810361,cyclohexanone monooxygenase
NLM33_RS38145,NLM33_RS38145_810418_812869,CoA transferase
NLM33_RS38150,NLM33_RS38150_813478_814402,3-hydroxyacyl-CoA dehydrogenase
NLM33_RS38155,NLM33_RS38155_814839_815733,3-keto-5-aminohexanoate cleavage protein
NLM33_RS38160,NLM33_RS38160_815959_817282,MFS transporter
NLM33_RS38165,NLM33_RS38165_817595_819926,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
NLM33_RS38170,NLM33_RS38170_820797_821728,TauD/TfdA family dioxygenase
NLM33_RS38175,NLM33_RS38175_822994_824317,carbohydrate porin
NLM33_RS38180,NLM33_RS38180_825159_826545,extracellular solute-binding protein
NLM33_RS38185,NLM33_RS38185_826606_827569,ABC transporter permease subunit
NLM33_RS38190,NLM33_RS38190_827580_828441,ABC transporter permease subunit
NLM33_RS38195,NLM33_RS38195_828437_829379,PfkB family carbohydrate kinase
NLM33_RS38200,NLM33_RS38200_829375_830146,glucose 1-dehydrogenase
NLM33_RS38205,NLM33_RS38205_830138_830966,HAD-IIA family hydrolase
NLM33_RS38210,NLM33_RS38210_830965_832078,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
NLM33_RS38215,NLM33_RS38215_832209_833889,phosphoenolpyruvate hydrolase family protein
NLM33_RS38220,NLM33_RS38220_833896_834403,hypothetical protein
NLM33_RS38225,NLM33_RS38225_834937_835315,nuclear transport factor 2 family protein
NLM33_RS38230,NLM33_RS38230_836123_837638,amidase
NLM33_RS38235,NLM33_RS38235_837849_839025,substrate-binding domain-containing protein
NLM33_RS38240,NLM33_RS38240_839095_840061,ABC transporter permease
NLM33_RS38245,NLM33_RS38245_840057_841599,ATP-binding cassette domain-containing protein
NLM33_RS38250,NLM33_RS38250_841579_842611,ABC transporter permease
NLM33_RS38255,NLM33_RS38255_842710_843676,IS481 family transposase
NLM33_RS38260,NLM33_RS38260_843796_844378,hypothetical protein
NLM33_RS38265,NLM33_RS38265_844424_845075,hypothetical protein
NLM33_RS38270,NLM33_RS38270_845054_845456,hypothetical protein
NLM33_RS38275,NLM33_RS38275_845407_846565,HipA domain-containing protein
NLM33_RS38280,NLM33_RS38280_846879_847518,hypothetical protein
NLM33_RS38285,NLM33_RS38285_847719_848130,NAD-binding protein
NLM33_RS38290,NLM33_RS38290_848155_848638,NAD(P)-binding domain-containing protein
NLM33_RS38295,NLM33_RS38295_848630_849311,HAD hydrolase-like protein
NLM33_RS38300,NLM33_RS38300_849264_850911,hypothetical protein
NLM33_RS38305,NLM33_RS38305_851443_853122,nodulation protein NodU
NLM33_RS38310,NLM33_RS38310_853468_853603,IS701 family transposase
NLM33_RS38315,NLM33_RS38315_853872_855111,Tm-1-like ATP-binding domain-containing protein
NLM33_RS38320,NLM33_RS38320_855116_855947,phosphoenolpyruvate hydrolase family protein
NLM33_RS38325,NLM33_RS38325_855979_857755,FAD-dependent oxidoreductase
NLM33_RS38330,NLM33_RS38330_858063_858786,LrgB family protein
NLM33_RS38335,NLM33_RS38335_858794_859166,CidA/LrgA family protein
NLM33_RS38340,NLM33_RS38340_859314_859506,hypothetical protein
NLM33_RS38345,NLM33_RS38345_860837_862190,radical SAM protein
NLM33_RS38350,NLM33_RS38350_862197_863151,methyltransferase domain-containing protein
NLM33_RS38355,NLM33_RS38355_863493_863847,hypothetical protein
NLM33_RS38360,NLM33_RS38360_864080_864941,xanthine dehydrogenase
NLM33_RS38365,NLM33_RS38365_865011_865842,TSUP family transporter
NLM33_RS38370,NLM33_RS38370_866360_866675,co-chaperone GroES
NLM33_RS38375,NLM33_RS38375_866766_868416,chaperonin GroEL
NLM33_RS38380,NLM33_RS38380_868829_869399,zinc-binding dehydrogenase
NLM33_RS38385,NLM33_RS38385_869453_870583,IS3 family transposase
NLM33_RS38390,NLM33_RS38390_871048_871768,alpha/beta hydrolase fold domain-containing protein
NLM33_RS38395,NLM33_RS38395_871871_872075,integrase
NLM33_RS38400,NLM33_RS38400_872575_872770,hypothetical protein
NLM33_RS38405,NLM33_RS38405_872937_873177,hypothetical protein
NLM33_RS38410,NLM33_RS38410_873775_873976,transposase
NLM33_RS38415,NLM33_RS38415_874141_875458,HipA domain-containing protein
NLM33_RS38420,NLM33_RS38420_875457_875709,helix-turn-helix domain-containing protein
NLM33_RS38425,NLM33_RS38425_876404_877370,restriction endonuclease
NLM33_RS38430,NLM33_RS38430_878217_878619,hypothetical protein
NLM33_RS38435,NLM33_RS38435_878736_879492,GIY-YIG nuclease family protein
NLM33_RS38440,NLM33_RS38440_880757_880901,hypothetical protein
NLM33_RS38445,NLM33_RS38445_880960_882235,Fic family protein
NLM33_RS38450,NLM33_RS38450_882896_883328,hypothetical protein
NLM33_RS38455,NLM33_RS38455_883493_884786,PAS domain-containing protein
NLM33_RS38460,NLM33_RS38460_885063_886407,IS1380 family transposase
NLM33_RS38465,NLM33_RS38465_886559_887462,hypothetical protein
NLM33_RS38470,NLM33_RS38470_887690_888113,hypothetical protein
NLM33_RS38475,NLM33_RS38475_888296_888506,hypothetical protein
NLM33_RS38480,NLM33_RS38480_888621_888990,hypothetical protein
NLM33_RS38485,NLM33_RS38485_889050_889275,hypothetical protein
NLM33_RS38490,NLM33_RS38490_889958_890996,IS110 family transposase
NLM33_RS38495,NLM33_RS38495_891416_891611,hypothetical protein
NLM33_RS38500,NLM33_RS38500_892239_892479,hypothetical protein
NLM33_RS38505,NLM33_RS38505_892637_892982,hypothetical protein
NLM33_RS38510,NLM33_RS38510_895375_895828,hypothetical protein
NLM33_RS38515,NLM33_RS38515_895791_896733,M35 family metallo-endopeptidase
NLM33_RS38520,NLM33_RS38520_897553_897742,hypothetical protein
NLM33_RS38525,NLM33_RS38525_897942_898287,transposase
NLM33_RS38530,NLM33_RS38530_898585_899542,hypothetical protein
NLM33_RS38535,NLM33_RS38535_899784_900210,hypothetical protein
NLM33_RS38540,NLM33_RS38540_900213_901992,tetratricopeptide repeat protein
NLM33_RS38545,NLM33_RS38545_902354_902858,integrase core domain-containing protein
NLM33_RS38550,NLM33_RS38550_902812_903082,hypothetical protein
NLM33_RS38555,NLM33_RS38555_903579_903840,type II toxin-antitoxin system prevent-host-death family antitoxin
NLM33_RS38560,NLM33_RS38560_903836_904220,PIN domain-containing protein
NLM33_RS38565,NLM33_RS38565_904337_907049,SNF2-related protein
NLM33_RS38570,NLM33_RS38570_907162_907993,SWIM zinc finger family protein
NLM33_RS49400,NLM33_RS49400_908312_908444,hypothetical protein
NLM33_RS38575,NLM33_RS38575_908721_908973,hypothetical protein
NLM33_RS38580,NLM33_RS38580_909504_909705,hypothetical protein
NLM33_RS38585,NLM33_RS38585_909756_909981,hypothetical protein
NLM33_RS38590,NLM33_RS38590_910619_910826,cold shock domain-containing protein
NLM33_RS38595,NLM33_RS38595_911336_911600,DUF3551 domain-containing protein
NLM33_RS38600,NLM33_RS38600_912114_912837,response regulator
NLM33_RS38605,NLM33_RS38605_913680_914810,IS3 family transposase
NLM33_RS38610,NLM33_RS38610_915170_915554,hypothetical protein
NLM33_RS38615,NLM33_RS38615_915629_916667,IS481 family transposase
NLM33_RS38620,NLM33_RS38620_916796_917201,transposase
NLM33_RS38625,NLM33_RS38625_918278_918497,transposase
NLM33_RS38630,NLM33_RS38630_919349_919658,hypothetical protein
NLM33_RS38635,NLM33_RS38635_920232_920601,transposase
NLM33_RS38640,NLM33_RS38640_920731_921844,IS110 family transposase
NLM33_RS38645,NLM33_RS38645_922395_922740,hypothetical protein
NLM33_RS38650,NLM33_RS38650_922840_923182,DUF6088 family protein
NLM33_RS38655,NLM33_RS38655_923233_923732,alkyl hydroperoxide reductase
NLM33_RS38660,NLM33_RS38660_923738_924293,redoxin domain-containing protein
NLM33_RS38665,NLM33_RS38665_924963_925710,hypothetical protein
NLM33_RS38670,NLM33_RS38670_926476_926623,recombinase family protein
NLM33_RS38675,NLM33_RS38675_926868_927204,N-acetylmuramoyl-L-alanine amidase
NLM33_RS38680,NLM33_RS38680_927867_928254,hypothetical protein
NLM33_RS38685,NLM33_RS38685_928891_929107,transposase
NLM33_RS38690,NLM33_RS38690_930522_932121,HrpF/NolX family T3SS translocon protein
NLM33_RS38695,NLM33_RS38695_932738_933701,outer membrane beta-barrel protein
NLM33_RS38700,NLM33_RS38700_933964_934711,SDR family NAD(P)-dependent oxidoreductase
NLM33_RS38705,NLM33_RS38705_935399_936695,diguanylate cyclase
NLM33_RS38710,NLM33_RS38710_937467_939159,hypothetical protein
NLM33_RS38715,NLM33_RS38715_939285_939636,transposase
NLM33_RS38720,NLM33_RS38720_939836_940235,tyrosine-type recombinase/integrase
NLM33_RS38725,NLM33_RS38725_942727_948799,hypothetical protein
NLM33_RS38730,NLM33_RS38730_949674_949890,hypothetical protein
NLM33_RS38735,NLM33_RS38735_950046_958197,hypothetical protein
NLM33_RS38740,NLM33_RS38740_958314_959208,SMP-30/gluconolactonase/LRE family protein
NLM33_RS38745,NLM33_RS38745_959385_961203,hypothetical protein
NLM33_RS38750,NLM33_RS38750_962245_962500,transposase
NLM33_RS38755,NLM33_RS38755_962513_962996,hypothetical protein
NLM33_RS38760,NLM33_RS38760_963110_963275,hypothetical protein
NLM33_RS38765,NLM33_RS38765_964836_965046,hypothetical protein
NLM33_RS38770,NLM33_RS38770_965062_965269,hypothetical protein
NLM33_RS38775,NLM33_RS38775_966958_967603,DUF1521 domain-containing protein
NLM33_RS38785,NLM33_RS38785_968360_969659,hypothetical protein
NLM33_RS38790,NLM33_RS38790_969989_970595,EipA family protein
NLM25_RS07275,tRNA-Met,
NLM25_RS09155,tRNA-Val,
