Locus_Tag_Gene,Locus_Tag,Product
NLM31_RS08770,NLM31_RS08770_862673_863528,electron transfer flavoprotein subunit beta/FixA family protein
NLM31_RS08775,NLM31_RS08775_863576_864824,C4-dicarboxylate transporter DctA
NLM31_RS08780,NLM31_RS08780_870468_870780,hypothetical protein
NLM31_RS08785,NLM31_RS08785_870926_871940,anthranilate phosphoribosyltransferase
NLM31_RS08790,NLM31_RS08790_871945_872773,indole-3-glycerol phosphate synthase TrpC
NLM31_RS08795,NLM31_RS08795_872769_873060,hypothetical protein
NLM31_RS08800,NLM31_RS08800_873573_874074,flavin reductase
NLM31_RS08805,NLM31_RS08805_874609_874825,transposase
NLM31_RS08810,NLM31_RS08810_874832_875225,type II toxin-antitoxin system HicB family antitoxin
NLM31_RS08815,NLM31_RS08815_875271_875460,type II toxin-antitoxin system HicA family toxin
NLM31_RS08820,NLM31_RS08820_875990_876794,IS21-like element helper ATPase IstB
NLM31_RS08825,NLM31_RS08825_876808_877498,transposase
NLM31_RS08830,NLM31_RS08830_877650_877902,Y4bD/Y4pK family protein
NLM31_RS08835,NLM31_RS08835_878100_878625,helix-turn-helix domain-containing protein
NLM31_RS08840,NLM31_RS08840_878958_881031,recombinase family protein
NLM31_RS08845,NLM31_RS08845_881019_881796,IS21 family transposase
NLM31_RS08850,NLM31_RS08850_882001_882355,hypothetical protein
NLM31_RS08855,NLM31_RS08855_882889_883900,LLM class flavin-dependent oxidoreductase
NLM31_RS08860,NLM31_RS08860_883967_885059,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM31_RS08865,NLM31_RS08865_885320_885500,hypothetical protein
NLM31_RS08870,NLM31_RS08870_886377_886696,thiamine pyrophosphate-binding protein
NLM31_RS08875,NLM31_RS08875_886812_887058,LysR substrate-binding domain-containing protein
NLM31_RS08880,NLM31_RS08880_887775_887994,hypothetical protein
NLM31_RS08885,NLM31_RS08885_888218_888677,MerR family transcriptional regulator
NLM31_RS08890,NLM31_RS08890_888811_889921,ABC transporter substrate-binding protein
NLM31_RS08895,NLM31_RS08895_890270_891224,LysR family transcriptional regulator
NLM31_RS08900,NLM31_RS08900_892157_892751,NodA family N-acyltransferase
NLM31_RS08905,NLM31_RS08905_892765_893407,chitooligosaccharide deacetylase NodB
NLM31_RS08910,NLM31_RS08910_893422_894775,chitooligosaccharide synthase NodC
NLM31_RS08915,NLM31_RS08915_894788_895400,methyltransferase domain-containing protein
NLM31_RS08920,NLM31_RS08920_895425_897132,nodulation protein NodU
NLM31_RS08925,NLM31_RS08925_897141_898056,nodulation factor ABC transporter ATP-binding protein NodI
NLM31_RS08930,NLM31_RS08930_898055_898844,ABC transporter permease
NLM31_RS08935,NLM31_RS08935_898933_900982,carbamoyltransferase
NLM31_RS08940,NLM31_RS08940_900996_901776,IS5 family transposase
NLM31_RS08945,NLM31_RS08945_901889_902943,IS630 family transposase
NLM31_RS08950,NLM31_RS08950_903106_904027,nodulation protein NodZ
NLM31_RS08955,NLM31_RS08955_904233_905505,ISL3 family transposase
NLM31_RS08960,NLM31_RS08960_906393_906642,hypothetical protein
NLM31_RS08965,NLM31_RS08965_907159_908977,nif-specific transcriptional activator NifA
NLM31_RS08970,NLM31_RS08970_909225_909510,hypothetical protein
NLM31_RS08975,NLM31_RS08975_909625_911005,transposase
NLM31_RS08980,NLM31_RS08980_912559_913029,MFS transporter
NLM31_RS08985,NLM31_RS08985_912934_913306,hypothetical protein
NLM31_RS08990,NLM31_RS08990_914433_915954,AMP-binding protein
NLM31_RS08995,NLM31_RS08995_916264_916954,hypothetical protein
NLM31_RS09000,NLM31_RS09000_916968_917718,hypothetical protein
NLM31_RS09005,NLM31_RS09005_917936_918137,hypothetical protein
NLM31_RS09010,NLM31_RS09010_918500_920024,methylcrotonoyl-CoA carboxylase
NLM31_RS42975,NLM31_RS42975_920109_920313,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
NLM31_RS09020,NLM31_RS09020_920614_922090,ATP-grasp domain-containing protein
NLM31_RS09025,NLM31_RS09025_923743_924136,hypothetical protein
NLM31_RS09030,NLM31_RS09030_924539_924900,transposase
NLM31_RS09035,NLM31_RS09035_924890_925034,transposase
NLM31_RS09040,NLM31_RS09040_925363_926452,IS110 family transposase
NLM31_RS09045,NLM31_RS09045_926586_927516,IS701 family transposase
NLM31_RS09050,NLM31_RS09050_927568_928207,hypothetical protein
NLM31_RS09055,NLM31_RS09055_929079_934665,AAA family ATPase
NLM31_RS09060,NLM31_RS09060_935679_937746,hypothetical protein
NLM31_RS09065,NLM31_RS09065_939212_940688,group II intron reverse transcriptase/maturase
NLM31_RS09070,NLM31_RS09070_940795_941206,transposase
NLM31_RS09075,NLM31_RS09075_941311_942550,glycoside hydrolase family 28 protein
NLM31_RS09080,NLM31_RS09080_942831_943818,pectinesterase family protein
NLM31_RS09085,NLM31_RS09085_944448_945762,LLM class flavin-dependent oxidoreductase
NLM31_RS09090,NLM31_RS09090_945850_946207,6-carboxytetrahydropterin synthase QueD
NLM31_RS09095,NLM31_RS09095_948005_948842,SDR family oxidoreductase
NLM31_RS09100,NLM31_RS09100_949353_949548,4Fe-4S binding protein
NLM31_RS09105,NLM31_RS09105_950161_950599,response regulator
NLM31_RS09110,NLM31_RS09110_950974_951865,nitrogenase iron protein
NLM31_RS09115,NLM31_RS09115_951941_953444,nitrogenase molybdenum-iron protein alpha chain
NLM31_RS09120,NLM31_RS09120_953491_955051,nitrogenase molybdenum-iron protein subunit beta
NLM31_RS09125,NLM31_RS09125_955166_956834,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE
NLM31_RS09130,NLM31_RS09130_956857_958240,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN
NLM31_RS09135,NLM31_RS09135_958262_958658,nitrogen fixation protein NifX
NLM31_RS09140,NLM31_RS09140_958668_959139,NifX-associated nitrogen fixation protein
NLM31_RS09145,NLM31_RS09145_959147_959357,hypothetical protein
NLM31_RS09150,NLM31_RS09150_959359_959644,"ferredoxin III, nif-specific"
NLM31_RS09155,NLM31_RS09155_959774_960979,IS3 family transposase
NLM31_RS09160,NLM31_RS09160_961265_961580,hypothetical protein
NLM31_RS09165,NLM31_RS09165_961927_962518,hypothetical protein
NLM31_RS09170,NLM31_RS09170_962852_963173,iron-sulfur cluster assembly accessory protein
NLM31_RS09175,NLM31_RS09175_963213_963507,NifU family protein
NLM31_RS09180,NLM31_RS09180_963518_964715,cysteine desulfurase NifS
NLM31_RS09185,NLM31_RS09185_964711_964936,putative nitrogen fixation protein NifT
NLM31_RS09190,NLM31_RS09190_964932_965799,SIR2 family protein
NLM31_RS09195,NLM31_RS09195_966118_967675,nitrogenase cofactor biosynthesis protein NifB
NLM31_RS09200,NLM31_RS09200_967687_967912,4Fe-4S binding protein
NLM31_RS09205,NLM31_RS09205_968250_968781,hypothetical protein
NLM31_RS09210,NLM31_RS09210_968773_969517,LRV FeS4 cluster domain-containing protein
NLM31_RS09215,NLM31_RS09215_969544_969865,nitrogen fixation protein NifZ
NLM31_RS09220,NLM31_RS09220_969857_970097,nitrogen fixation protein NifZ
NLM31_RS09225,NLM31_RS09225_970109_970463,hypothetical protein
NLM31_RS09230,NLM31_RS09230_970474_970744,hypothetical protein
NLM31_RS09235,NLM31_RS09235_970815_971952,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM31_RS09240,NLM31_RS09240_972368_972542,BolA/IbaG family iron-sulfur metabolism protein
NLM31_RS09245,NLM31_RS09245_972780_973119,(2Fe-2S) ferredoxin domain-containing protein
NLM31_RS09250,NLM31_RS09250_974032_974446,arsenate reductase family protein
NLM31_RS09255,NLM31_RS09255_974442_974685,hypothetical protein
NLM31_RS09260,NLM31_RS09260_975260_976151,nitrogenase iron protein
NLM31_RS09265,NLM31_RS09265_976251_976944,nitrogen fixation protein NifQ
NLM31_RS09270,NLM31_RS09270_977044_977443,transcriptional repressor
NLM31_RS09275,NLM31_RS09275_977581_978760,homocitrate synthase
NLM31_RS09280,NLM31_RS09280_978901_979228,nitrogenase stabilizing/protective protein NifW
NLM31_RS09285,NLM31_RS09285_979906_981034,FAD-binding protein
NLM31_RS09290,NLM31_RS09290_981030_982338,FAD-dependent oxidoreductase
NLM31_RS09295,NLM31_RS09295_982376_982673,4Fe-4S dicluster domain-containing protein
NLM31_RS09300,NLM31_RS09300_983094_983292,hypothetical protein
NLM31_RS09305,NLM31_RS09305_984099_984585,hypothetical protein
NLM31_RS09310,NLM31_RS09310_985746_987072,DUF3422 family protein
NLM31_RS09315,NLM31_RS09315_988584_989676,hydrogenase small subunit
NLM31_RS09320,NLM31_RS09320_989698_991489,nickel-dependent hydrogenase large subunit
NLM31_RS09325,NLM31_RS09325_991507_992236,"Ni/Fe-hydrogenase, b-type cytochrome subunit"
NLM31_RS09330,NLM31_RS09330_992281_992833,HyaD/HybD family hydrogenase maturation endopeptidase
NLM31_RS09335,NLM31_RS09335_992863_993151,HypC/HybG/HupF family hydrogenase formation chaperone
NLM31_RS09340,NLM31_RS09340_993358_993766,hydrogenase accessory protein
NLM31_RS09345,NLM31_RS09345_993762_994614,hydrogenase expression/formation protein
NLM31_RS09350,NLM31_RS09350_994610_994801,rubredoxin
NLM31_RS42980,NLM31_RS42980_994806_994932,hypothetical protein
NLM31_RS09355,NLM31_RS09355_994945_996025,hypothetical protein
NLM31_RS09360,NLM31_RS09360_996017_996359,hydrogenase maturation nickel metallochaperone HypA
NLM31_RS09365,NLM31_RS09365_996358_997258,hydrogenase nickel incorporation protein HypB
NLM31_RS09370,NLM31_RS09370_997254_999504,carbamoyltransferase HypF
NLM31_RS09375,NLM31_RS09375_999515_999752,HypC/HybG/HupF family hydrogenase formation chaperone
NLM31_RS09380,NLM31_RS09380_999748_1000891,hydrogenase formation protein HypD
NLM31_RS09385,NLM31_RS09385_1000887_1001928,hydrogenase expression/formation protein HypE
NLM31_RS09390,NLM31_RS09390_1003058_1003496,hypothetical protein
NLM31_RS09395,NLM31_RS09395_1004188_1004374,hypothetical protein
NLM31_RS09400,NLM31_RS09400_1004421_1005105,helix-turn-helix domain-containing protein
NLM31_RS09405,NLM31_RS09405_1005661_1005937,hypothetical protein
NLM31_RS09410,NLM31_RS09410_1006613_1006988,DUF1488 family protein
NLM31_RS09415,NLM31_RS09415_1007141_1007554,GSU2403 family nucleotidyltransferase fold protein
NLM31_RS09420,NLM31_RS09420_1008407_1008737,hypothetical protein
NLM31_RS09425,NLM31_RS09425_1008976_1009624,chloramphenicol acetyltransferase
NLM31_RS09430,NLM31_RS09430_1009722_1010412,ATP-binding cassette domain-containing protein
NLM31_RS09435,NLM31_RS09435_1010398_1011145,ATP-binding cassette domain-containing protein
NLM31_RS09440,NLM31_RS09440_1011141_1012158,branched-chain amino acid ABC transporter permease
NLM31_RS09445,NLM31_RS09445_1012162_1013026,branched-chain amino acid ABC transporter permease
NLM31_RS09450,NLM31_RS09450_1013115_1014456,ABC transporter substrate-binding protein
NLM31_RS09455,NLM31_RS09455_1014485_1015715,ABC transporter substrate-binding protein
NLM31_RS09460,NLM31_RS09460_1015841_1016678,metallophosphoesterase
NLM31_RS09465,NLM31_RS09465_1016706_1017879,cobalamin-independent methionine synthase II family protein
NLM31_RS09470,NLM31_RS09470_1018848_1019754,LysR substrate-binding domain-containing protein
NLM31_RS09475,NLM31_RS09475_1020043_1020353,EAL domain-containing protein
NLM31_RS09480,NLM31_RS09480_1020430_1021873,phosphonoacetaldehyde dehydrogenase
NLM31_RS09485,NLM31_RS09485_1022010_1023171,phosphonopyruvate decarboxylase
NLM31_RS09490,NLM31_RS09490_1023241_1024318,methyltransferase
NLM31_RS09495,NLM31_RS09495_1025001_1026010,hypothetical protein
NLM31_RS09500,NLM31_RS09500_1026172_1026739,IS630 family transposase
NLM31_RS09505,NLM31_RS09505_1026817_1027990,IS110 family transposase
NLM31_RS09510,NLM31_RS09510_1028454_1029003,IS630 family transposase
NLM31_RS09515,NLM31_RS09515_1029042_1029315,MarR family transcriptional regulator
NLM31_RS09520,NLM31_RS09520_1029363_1030503,CoA transferase
NLM31_RS09525,NLM31_RS09525_1030510_1031710,CoA transferase
NLM31_RS09530,NLM31_RS09530_1032337_1033261,3-hydroxyacyl-CoA dehydrogenase
NLM31_RS09535,NLM31_RS09535_1033702_1034596,3-keto-5-aminohexanoate cleavage protein
NLM31_RS09540,NLM31_RS09540_1034915_1036136,MFS transporter
NLM31_RS09545,NLM31_RS09545_1036431_1038762,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
NLM31_RS09550,NLM31_RS09550_1039633_1040542,TauD/TfdA family dioxygenase
NLM31_RS09555,NLM31_RS09555_1041595_1043170,carbohydrate porin
NLM31_RS09560,NLM31_RS09560_1043311_1043500,IS3 family transposase
NLM31_RS09565,NLM31_RS09565_1044042_1045395,radical SAM protein
NLM31_RS09570,NLM31_RS09570_1045402_1046356,methyltransferase domain-containing protein
NLM31_RS09575,NLM31_RS09575_1046698_1047052,hypothetical protein
NLM31_RS09580,NLM31_RS09580_1047346_1048177,TSUP family transporter
NLM31_RS09585,NLM31_RS09585_1048612_1048927,co-chaperone GroES
NLM31_RS09590,NLM31_RS09590_1049017_1050658,chaperonin GroEL
NLM31_RS09595,NLM31_RS09595_1050759_1051323,Ku protein
NLM31_RS09600,NLM31_RS09600_1052654_1052918,DUF3551 domain-containing protein
NLM31_RS09605,NLM31_RS09605_1054466_1055984,DUF5716 family protein
NLM31_RS09610,NLM31_RS09610_1055973_1056615,DUF4194 domain-containing protein
NLM31_RS09615,NLM31_RS09615_1056614_1060052,AAA family ATPase
NLM31_RS09620,NLM31_RS09620_1060053_1061220,DUF2220 family protein
NLM31_RS09625,NLM31_RS09625_1061449_1061631,hypothetical protein
NLM31_RS09630,NLM31_RS09630_1062004_1062349,hypothetical protein
NLM31_RS09635,NLM31_RS09635_1062481_1062844,hypothetical protein
NLM31_RS09640,NLM31_RS09640_1062829_1063363,alkyl hydroperoxide reductase
NLM31_RS09645,NLM31_RS09645_1063369_1063924,redoxin domain-containing protein
NLM31_RS09650,NLM31_RS09650_1064593_1065334,hypothetical protein
NLM31_RS09655,NLM31_RS09655_1065766_1066261,hypothetical protein
NLM31_RS09660,NLM31_RS09660_1066301_1066649,hypothetical protein
NLM31_RS09665,NLM31_RS09665_1067366_1067906,GcrA family cell cycle regulator
NLM31_RS09670,NLM31_RS09670_1068139_1068418,hypothetical protein
NLM31_RS09675,NLM31_RS09675_1068489_1068843,transposase
NLM31_RS09680,NLM31_RS09680_1068823_1069177,IS66 family insertion sequence element accessory protein TnpB
NLM31_RS09685,NLM31_RS09685_1069301_1070873,IS66 family transposase
NLM31_RS09690,NLM31_RS09690_1071225_1071537,hypothetical protein
NLM31_RS09695,NLM31_RS09695_1071821_1072409,transcriptional regulator
NLM31_RS09700,NLM31_RS09700_1072401_1073270,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM31_RS09705,NLM31_RS09705_1073762_1075010,sedoheptulose 7-phosphate cyclase
NLM31_RS09710,NLM31_RS09710_1075983_1076960,IS3 family transposase
NLM31_RS09715,NLM31_RS09715_1077551_1078766,group II intron reverse transcriptase/maturase
NLM31_RS09720,NLM31_RS09720_1078829_1078982,integrase core domain-containing protein
NLM31_RS09725,NLM31_RS09725_1079126_1079419,hypothetical protein
NLM31_RS09730,NLM31_RS09730_1079555_1079963,cupin domain-containing protein
NLM31_RS09735,NLM31_RS09735_1080150_1080288,hypothetical protein
NLM31_RS09740,NLM31_RS09740_1080309_1080489,hypothetical protein
NLM31_RS09745,NLM31_RS09745_1080540_1081800,HipA domain-containing protein
NLM31_RS09750,NLM31_RS09750_1081789_1082131,XRE family transcriptional regulator
NLM31_RS09755,NLM31_RS09755_1082420_1082717,transposase
NLM31_RS09760,NLM31_RS09760_1082726_1083041,hypothetical protein
NLM31_RS09765,NLM31_RS09765_1083449_1083734,transposase
NLM31_RS09770,NLM31_RS09770_1084085_1084394,hypothetical protein
NLM31_RS09775,NLM31_RS09775_1084410_1086162,Hsp70 family protein
NLM31_RS09780,NLM31_RS09780_1086158_1086932,nucleotide exchange factor GrpE
NLM31_RS09785,NLM31_RS09785_1086949_1087333,DnaJ domain-containing protein
NLM31_RS09790,NLM31_RS09790_1087351_1089565,hypothetical protein
NLM31_RS09795,NLM31_RS09795_1089897_1091805,recombinase family protein
NLM31_RS09800,NLM31_RS09800_1092399_1092654,hypothetical protein
NLM31_RS09805,NLM31_RS09805_1092650_1093082,PIN domain-containing protein
NLM31_RS09810,NLM31_RS09810_1093292_1094033,SIR2 family protein
NLM31_RS09815,NLM31_RS09815_1094078_1094480,hypothetical protein
NLM31_RS09820,NLM31_RS09820_1094481_1096476,DUF87 domain-containing protein
NLM31_RS09825,NLM31_RS09825_1096621_1099360,hypothetical protein
NLM31_RS09830,NLM31_RS09830_1099618_1100107,DUF2937 family protein
NLM31_RS09835,NLM31_RS09835_1100181_1101222,hypothetical protein
NLM31_RS09840,NLM31_RS09840_1101368_1102094,transposase
NLM31_RS09845,NLM31_RS09845_1102228_1103317,IS110 family transposase
NLM31_RS09850,NLM31_RS09850_1103629_1104022,transposase
NLM31_RS09855,NLM31_RS09855_1104080_1105070,trypsin-like peptidase domain-containing protein
NLM31_RS09860,NLM31_RS09860_1105190_1105706,hypothetical protein
NLM31_RS09865,NLM31_RS09865_1105935_1107132,Fic family protein
NLM31_RS09870,NLM31_RS09870_1107666_1108665,IS3 family transposase
NLM31_RS09875,NLM31_RS09875_1109256_1110471,group II intron reverse transcriptase/maturase
NLM31_RS09880,NLM31_RS09880_1110534_1110687,integrase core domain-containing protein
NLM31_RS09885,NLM31_RS09885_1111254_1113042,sigma 54-interacting transcriptional regulator
NLM31_RS09890,NLM31_RS09890_1113436_1114912,aldehyde dehydrogenase family protein
NLM31_RS09895,NLM31_RS09895_1114996_1116097,alcohol dehydrogenase catalytic domain-containing protein
NLM31_RS09900,NLM31_RS09900_1116114_1117005,alpha/beta hydrolase fold domain-containing protein
NLM31_RS09905,NLM31_RS09905_1117122_1117950,HEPN domain-containing protein
NLM31_RS09910,NLM31_RS09910_1117985_1118759,TatD family hydrolase
NLM31_RS09915,NLM31_RS09915_1118755_1119277,7-cyano-7-deazaguanine synthase
NLM31_RS09920,NLM31_RS09920_1119286_1120723,IS701 family transposase
NLM31_RS09925,NLM31_RS09925_1121653_1124854,hypothetical protein
NLM31_RS09930,NLM31_RS09930_1124894_1126334,hypothetical protein
NLM31_RS09935,NLM31_RS09935_1126476_1128663,di-heme-cytochrome C peroxidase
NLM31_RS09940,NLM31_RS09940_1128948_1130052,ISL3 family transposase
NLM31_RS09945,NLM31_RS09945_1130273_1130786,recombinase zinc beta ribbon domain-containing protein
NLM31_RS09950,NLM31_RS09950_1130680_1131247,recombinase family protein
NLM31_RS09955,NLM31_RS09955_1131300_1131474,recombinase family protein
NLM31_RS09960,NLM31_RS09960_1131454_1131646,hypothetical protein
NLM31_RS09965,NLM31_RS09965_1131964_1132156,transposase domain-containing protein
NLM31_RS09970,NLM31_RS09970_1132152_1132797,UPF0149 family protein
NLM31_RS09975,NLM31_RS09975_1133001_1134788,IS1634 family transposase
NLM31_RS09985,NLM31_RS09985_1135229_1136528,hypothetical protein
NLM31_RS09990,NLM31_RS09990_1136645_1137254,EipA family protein
NLM25_RS07275,tRNA-Met,
NLM25_RS09155,tRNA-Val,
